,rider,team,year,age,race,team_points,key,best-classic-riders,top-gc-riders,top-sprinters,top-time-trial-riders,profile_type,profile_score,profile_vert,scorito,target,strength,finished
990,Formolo Davide,BORA - hansgrohe,2019,,,3674.0,Formolo Davide-2019,115.0,480.0,,20.0,2.9523809523809526,138.1904761904762,2478.0476190476193,251.0,286.0,42.0,0.3333333333333333
952,Haga Chad,Team Sunweb,2019,30.0,tour-de-france,3763.0,Haga Chad-2019,15.0,66.0,,146.0,2.9523809523809526,138.1904761904762,2478.0476190476193,138.0,52.0,57.0,0.3333333333333333
1081,Kangert Tanel,EF Education First,2019,32.0,tour-de-france,1626.0,Kangert Tanel-2019,27.0,237.0,,76.0,2.9523809523809526,138.1904761904762,2478.0476190476193,86.0,54.0,36.0,0.3333333333333333
1007,Polanc Jan,UAE Team Emirates,2019,,,3489.0,Polanc Jan-2019,44.0,154.0,,10.0,2.9523809523809526,138.1904761904762,2478.0476190476193,310.0,32.0,57.0,0.3333333333333333
1097,Gavazzi Francesco,Androni Giocattoli - Sidermec,2019,,,2502.0,Gavazzi Francesco-2019,266.0,48.0,229.0,,2.9523809523809526,138.1904761904762,2478.0476190476193,,64.0,92.0,0.3333333333333333
1052,Viviani Elia,Deceuninck - Quick Step,2019,30.0,tour-de-france,4138.0,Viviani Elia-2019,893.0,198.0,1666.4,,2.9523809523809526,138.1904761904762,2478.0476190476193,,743.0,53.0,0.3333333333333333
1226,Benedetti Cesare,BORA - hansgrohe,2020,,,1479.0,Benedetti Cesare-2020,50.0,35.0,,,2.8095238095238093,151.0952380952381,2630.904761904762,53.0,30.0,45.0,0.3076923076923077
1237,Dombrowski Joe,UAE Team Emirates,2020,,,1982.0,Dombrowski Joe-2020,,275.0,,38.0,2.8095238095238093,151.0952380952381,2630.904761904762,24.0,0.0,53.0,0.3076923076923077
1424,Viviani Elia,Cofidis,2020,31.0,tour-de-france,847.0,Viviani Elia-2020,901.0,43.0,1478.0,23.0,2.8095238095238093,151.0952380952381,2630.904761904762,,743.0,49.0,0.3076923076923077
1449,Villella Davide,Movistar Team,2020,,,365.0,Villella Davide-2020,127.0,152.0,,,2.8095238095238093,151.0952380952381,2630.904761904762,34.0,54.0,38.0,0.3076923076923077
1714,Bidard François,AG2R Citroën Team,2021,,,1038.0,Bidard François-2021,,23.0,,,2.8095238095238093,153.8095238095238,2261.7619047619046,0.0,0.0,38.0,0.2857142857142857
1797,De Marchi Alessandro,Israel Start-Up Nation,2021,,,1405.0,De Marchi Alessandro-2021,110.0,25.0,,47.0,2.8095238095238093,153.8095238095238,2261.7619047619046,,42.0,47.0,0.2857142857142857
1518,Conti Valerio,UAE Team Emirates,2021,,,1562.0,Conti Valerio-2021,92.0,20.0,86.0,14.0,2.8095238095238093,153.8095238095238,2261.7619047619046,46.0,95.0,42.0,0.2857142857142857
1545,Bilbao Pello,Bahrain - Victorious,2021,31.0,tour-de-france,3186.0,Bilbao Pello-2021,54.0,417.0,109.1,228.0,2.8095238095238093,153.8095238095238,2261.7619047619046,36.0,308.0,77.0,0.2857142857142857
810,Betancur Carlos,Movistar Team,2018,,,1235.0,Betancur Carlos-2018,23.0,,,10.0,3.142857142857143,135.47619047619048,2437.4761904761904,,160.0,30.0,0.2727272727272727
351,Puccio Salvatore,Team Sky,2017,,,2722.0,Puccio Salvatore-2017,44.0,55.0,,,2.9523809523809526,134.28571428571428,2570.6190476190477,77.0,98.0,40.0,0.2727272727272727
820,Viviani Elia,Quick-Step Floors,2018,,,3559.0,Viviani Elia-2018,837.0,219.0,1162.5,21.0,3.142857142857143,135.47619047619048,2437.4761904761904,,743.0,43.0,0.2727272727272727
838,Zardini Edoardo,Wilier Triestina - Selle Italia,2018,,,1443.0,Zardini Edoardo-2018,,39.0,,,3.142857142857143,135.47619047619048,2437.4761904761904,,0.0,81.0,0.2727272727272727
839,Coledan Marco,Wilier Triestina - Selle Italia,2018,,,1443.0,Coledan Marco-2018,21.0,,,,3.142857142857143,135.47619047619048,2437.4761904761904,,0.0,81.0,0.2727272727272727
856,Gavazzi Francesco,Androni Giocattoli - Sidermec,2018,,,1751.0,Gavazzi Francesco-2018,349.0,120.0,245.5,,3.142857142857143,135.47619047619048,2437.4761904761904,,64.0,92.0,0.2727272727272727
871,De Marchi Alessandro,BMC Racing Team,2018,,,2887.0,De Marchi Alessandro-2018,40.0,60.0,,,3.142857142857143,135.47619047619048,2437.4761904761904,,42.0,42.0,0.2727272727272727
874,Roche Nicolas,BMC Racing Team,2018,,,2887.0,Roche Nicolas-2018,153.0,,,95.0,3.142857142857143,135.47619047619048,2437.4761904761904,,42.0,42.0,0.2727272727272727
760,Formolo Davide,BORA - hansgrohe,2018,,,2420.0,Formolo Davide-2018,17.0,330.0,,18.0,3.142857142857143,135.47619047619048,2437.4761904761904,251.0,286.0,51.0,0.2727272727272727
511,Battaglin Enrico,Team LottoNL-Jumbo,2017,,,2117.0,Battaglin Enrico-2017,57.0,35.0,79.4,,2.9523809523809526,134.28571428571428,2570.6190476190477,158.0,220.0,49.0,0.2727272727272727
480,Ventoso Francisco José,BMC Racing Team,2017,,,3840.0,Ventoso Francisco José-2017,42.0,,,,2.9523809523809526,134.28571428571428,2570.6190476190477,20.0,42.0,56.0,0.2727272727272727
736,Aru Fabio,UAE Team Emirates,2018,,,3589.0,Aru Fabio-2018,208.0,,29.2,21.0,3.142857142857143,135.47619047619048,2437.4761904761904,,88.0,60.0,0.2727272727272727
642,Kreuziger Roman,Mitchelton-Scott,2018,,,3123.0,Kreuziger Roman-2018,143.0,,,,3.142857142857143,135.47619047619048,2437.4761904761904,,223.0,55.0,0.2727272727272727
662,Haga Chad,Team Sunweb,2018,29.0,tour-de-france,2736.0,Haga Chad-2018,,55.0,,128.0,3.142857142857143,135.47619047619048,2437.4761904761904,138.0,52.0,47.0,0.2727272727272727
720,Preidler Georg,Groupama - FDJ,2018,,,1783.0,Preidler Georg-2018,18.0,,,160.0,3.142857142857143,135.47619047619048,2437.4761904761904,178.0,12.0,42.0,0.2727272727272727
731,Polanc Jan,UAE Team Emirates,2018,,,3589.0,Polanc Jan-2018,35.0,219.0,57.5,60.0,3.142857142857143,135.47619047619048,2437.4761904761904,310.0,32.0,60.0,0.2727272727272727
734,Atapuma Darwin,UAE Team Emirates,2018,30.0,tour-de-france,3589.0,Atapuma Darwin-2018,,119.0,,,3.142857142857143,135.47619047619048,2437.4761904761904,,0.0,60.0,0.2727272727272727
1084,Brown Nathan,EF Education First,2019,,,1626.0,Brown Nathan-2019,10.0,58.0,,51.0,2.9523809523809526,138.1904761904762,2478.0476190476193,,0.0,36.0,0.25
924,Chaves Esteban,Mitchelton-Scott,2019,,,3354.0,Chaves Esteban-2019,,120.0,64.0,38.0,2.9523809523809526,138.1904761904762,2478.0476190476193,,445.0,53.0,0.25
1181,Sbaragli Kristian,Israel Cycling Academy,2019,,,1292.0,Sbaragli Kristian-2019,175.0,43.0,148.0,,2.9523809523809526,138.1904761904762,2478.0476190476193,130.0,78.0,58.0,0.25
1082,Dombrowski Joe,EF Education First,2019,,,1626.0,Dombrowski Joe-2019,,165.0,,74.0,2.9523809523809526,138.1904761904762,2478.0476190476193,24.0,0.0,36.0,0.25
937,Villella Davide,Astana Pro Team,2019,,,4562.0,Villella Davide-2019,49.0,177.0,38.8,,2.9523809523809526,138.1904761904762,2478.0476190476193,34.0,54.0,53.0,0.25
1013,Marcato Marco,UAE Team Emirates,2019,,,3489.0,Marcato Marco-2019,61.0,,,,2.9523809523809526,138.1904761904762,2478.0476190476193,34.0,46.0,57.0,0.25
992,Benedetti Cesare,BORA - hansgrohe,2019,,,3674.0,Benedetti Cesare-2019,22.0,84.0,41.0,,2.9523809523809526,138.1904761904762,2478.0476190476193,53.0,30.0,42.0,0.25
1191,Barbin Enrico,Bardiani - CSF,2019,,,446.0,Barbin Enrico-2019,,,137.0,,2.9523809523809526,138.1904761904762,2478.0476190476193,48.0,75.0,66.0,0.25
1008,Conti Valerio,UAE Team Emirates,2019,,,3489.0,Conti Valerio-2019,,152.0,,44.0,2.9523809523809526,138.1904761904762,2478.0476190476193,46.0,95.0,57.0,0.25
1107,Kuznetsov Viacheslav,Team Katusha Alpecin,2019,,,1799.0,Kuznetsov Viacheslav-2019,100.0,,105.0,,2.9523809523809526,138.1904761904762,2478.0476190476193,92.0,64.0,58.0,0.25
1184,Plaza Rubén,Israel Cycling Academy,2019,,,1292.0,Plaza Rubén-2019,21.0,,,,2.9523809523809526,138.1904761904762,2478.0476190476193,44.0,44.0,58.0,0.25
1238,Conti Valerio,UAE Team Emirates,2020,,,1982.0,Conti Valerio-2020,,220.0,,56.0,2.8095238095238093,151.0952380952381,2630.904761904762,46.0,95.0,53.0,0.2307692307692307
1472,Zardini Edoardo,Vini Zabù - KTM,2020,,,581.0,Zardini Edoardo-2020,,63.0,,,2.8095238095238093,151.0952380952381,2630.904761904762,,0.0,74.0,0.2307692307692307
1315,Armée Sander,Lotto Soudal,2020,,,495.0,Armée Sander-2020,,88.0,,,2.8095238095238093,151.0952380952381,2630.904761904762,,10.0,36.0,0.2307692307692307
1268,Ciccone Giulio,Trek - Segafredo,2020,,,1339.0,Ciccone Giulio-2020,177.0,164.0,,,2.8095238095238093,151.0952380952381,2630.904761904762,0.0,162.0,38.0,0.2307692307692307
1408,Bidard François,AG2R La Mondiale,2020,,,735.0,Bidard François-2020,37.0,80.0,,,2.8095238095238093,151.0952380952381,2630.904761904762,0.0,0.0,34.0,0.2307692307692307
1376,Bilbao Pello,Bahrain - McLaren,2020,30.0,tour-de-france,717.0,Bilbao Pello-2020,26.0,237.0,48.8,313.0,2.8095238095238093,151.0952380952381,2630.904761904762,36.0,308.0,36.0,0.2307692307692307
1781,Belletti Manuel,EOLO-Kometa,2021,,,124.0,Belletti Manuel-2021,30.0,,119.0,,2.8095238095238093,153.8095238095238,2261.7619047619046,,154.0,66.0,0.2142857142857142
1549,Mohorič Matej,Bahrain - Victorious,2021,26.0,tour-de-france,3186.0,Mohorič Matej-2021,197.0,32.0,48.5,22.0,2.8095238095238093,153.8095238095238,2261.7619047619046,34.0,94.0,77.0,0.2142857142857142
1564,Roche Nicolas,Team DSM,2021,,,1652.0,Roche Nicolas-2021,25.0,,16.0,25.0,2.8095238095238093,153.8095238095238,2261.7619047619046,,42.0,58.0,0.2142857142857142
1609,Ciccone Giulio,Trek - Segafredo,2021,,,2367.0,Ciccone Giulio-2021,308.0,10.0,85.0,,2.8095238095238093,153.8095238095238,2261.7619047619046,0.0,162.0,70.0,0.2142857142857142
1664,Pedrero Antonio,Movistar Team,2021,,,1241.0,Pedrero Antonio-2021,,80.0,,,2.8095238095238093,153.8095238095238,2261.7619047619046,,58.0,47.0,0.2142857142857142
1576,Sánchez Luis León,Astana - Premier Tech,2021,,,2166.0,Sánchez Luis León-2021,35.0,62.0,36.0,25.0,2.8095238095238093,153.8095238095238,2261.7619047619046,193.0,80.0,57.0,0.2142857142857142
1618,Carthy Hugh,EF Education - Nippo,2021,,,1601.0,Carthy Hugh-2021,,350.0,,110.0,2.8095238095238093,153.8095238095238,2261.7619047619046,16.0,0.0,66.0,0.2142857142857142
1766,Hirt Jan,Intermarché - Wanty - Gobert Matériaux,2021,,,620.0,Hirt Jan-2021,25.0,54.0,,,2.8095238095238093,153.8095238095238,2261.7619047619046,112.0,54.0,42.0,0.2142857142857142
1794,Dowsett Alex,Israel Start-Up Nation,2021,,,1405.0,Dowsett Alex-2021,6.0,33.0,,152.0,2.8095238095238093,153.8095238095238,2261.7619047619046,,81.0,47.0,0.2142857142857142
1501,Masnada Fausto,Deceuninck - Quick Step,2021,,,3038.0,Masnada Fausto-2021,29.0,325.0,20.0,5.0,2.8095238095238093,153.8095238095238,2261.7619047619046,,20.0,43.0,0.2142857142857142
1559,Denz Nico,Team DSM,2021,,,1652.0,Denz Nico-2021,20.0,95.0,74.0,64.0,2.8095238095238093,153.8095238095238,2261.7619047619046,,54.0,58.0,0.2142857142857142
1560,Hamilton Chris,Team DSM,2021,,,1652.0,Hamilton Chris-2021,5.0,67.0,,12.0,2.8095238095238093,153.8095238095238,2261.7619047619046,,24.0,58.0,0.2142857142857142
1709,Vendrame Andrea,AG2R Citroën Team,2021,,,1038.0,Vendrame Andrea-2021,211.0,93.0,230.4,,2.8095238095238093,153.8095238095238,2261.7619047619046,,25.0,38.0,0.2142857142857142
708,Villella Davide,Astana Pro Team,2018,,,3870.0,Villella Davide-2018,101.0,53.0,,,3.142857142857143,135.47619047619048,2437.4761904761904,34.0,54.0,58.0,0.1818181818181818
640,Bewley Sam,Mitchelton-Scott,2018,,,3123.0,Bewley Sam-2018,,30.0,,14.0,3.142857142857143,135.47619047619048,2437.4761904761904,,205.0,55.0,0.1818181818181818
721,Roy Jérémy,Groupama - FDJ,2018,,,1783.0,Roy Jérémy-2018,,,,44.0,3.142857142857143,135.47619047619048,2437.4761904761904,10.0,0.0,42.0,0.1818181818181818
704,Sánchez Luis León,Astana Pro Team,2018,34.0,tour-de-france,3870.0,Sánchez Luis León-2018,179.0,337.0,103.2,138.0,3.142857142857143,135.47619047619048,2437.4761904761904,193.0,80.0,58.0,0.1818181818181818
393,Haga Chad,Team Sunweb,2017,,,2929.0,Haga Chad-2017,15.0,49.0,,88.0,2.9523809523809526,134.28571428571428,2570.6190476190477,138.0,52.0,56.0,0.1818181818181818
672,Mohorič Matej,Bahrain Merida Pro Cycling Team,2018,,,3094.0,Mohorič Matej-2018,150.0,158.0,66.4,,3.142857142857143,135.47619047619048,2437.4761904761904,34.0,94.0,51.0,0.1818181818181818
396,Preidler Georg,Team Sunweb,2017,,,2929.0,Preidler Georg-2017,40.0,,41.0,71.0,2.9523809523809526,134.28571428571428,2570.6190476190477,178.0,12.0,56.0,0.1818181818181818
651,Armée Sander,Lotto Fix All,2018,,,3137.0,Armée Sander-2018,,290.0,78.0,,3.142857142857143,135.47619047619048,2437.4761904761904,,10.0,53.0,0.1818181818181818
650,Wellens Tim,Lotto Fix All,2018,,,3137.0,Wellens Tim-2018,616.0,673.0,189.8,91.0,3.142857142857143,135.47619047619048,2437.4761904761904,,120.0,53.0,0.1818181818181818
637,Chaves Esteban,Mitchelton-Scott,2018,,,3123.0,Chaves Esteban-2018,,274.0,42.8,,3.142857142857143,135.47619047619048,2437.4761904761904,,445.0,55.0,0.1818181818181818
737,Marcato Marco,UAE Team Emirates,2018,34.0,tour-de-france,3589.0,Marcato Marco-2018,73.0,,,,3.142857142857143,135.47619047619048,2437.4761904761904,34.0,46.0,60.0,0.1818181818181818
627,Henao Sergio,Team Sky,2018,,,4577.0,Henao Sergio-2018,340.0,,,50.0,3.142857142857143,135.47619047619048,2437.4761904761904,,142.0,60.0,0.1818181818181818
619,Zhupa Eugert,Wilier Triestina - Selle Italia,2017,,,1391.0,Zhupa Eugert-2017,33.0,,46.0,60.0,2.9523809523809526,134.28571428571428,2570.6190476190477,15.0,6.0,75.0,0.1818181818181818
457,Geniez Alexandre,AG2R La Mondiale,2017,,,1603.0,Geniez Alexandre-2017,40.0,119.0,,194.0,2.9523809523809526,134.28571428571428,2570.6190476190477,0.0,130.0,32.0,0.1818181818181818
473,Hermans Ben,BMC Racing Team,2017,,,3840.0,Hermans Ben-2017,83.0,333.0,,49.0,2.9523809523809526,134.28571428571428,2570.6190476190477,72.0,30.0,56.0,0.1818181818181818
491,Formolo Davide,Cannondale-Drapac Pro Cycling Team,2017,,,2419.0,Formolo Davide-2017,13.0,327.0,,10.0,2.9523809523809526,134.28571428571428,2570.6190476190477,251.0,286.0,51.0,0.1818181818181818
733,Conti Valerio,UAE Team Emirates,2018,,,3589.0,Conti Valerio-2018,84.0,134.0,,22.0,3.142857142857143,135.47619047619048,2437.4761904761904,46.0,95.0,60.0,0.1818181818181818
362,Polanc Jan,UAE Team Emirates,2017,,,2871.0,Polanc Jan-2017,56.0,99.0,,,2.9523809523809526,134.28571428571428,2570.6190476190477,310.0,32.0,56.0,0.1818181818181818
896,Kuznetsov Viacheslav,Team Katusha Alpecin,2018,,,1595.0,Kuznetsov Viacheslav-2018,79.0,,78.2,,3.142857142857143,135.47619047619048,2437.4761904761904,92.0,64.0,47.0,0.1818181818181818
890,Senni Manuel,Bardiani - CSF,2018,,,1200.0,Senni Manuel-2018,45.0,,,34.0,3.142857142857143,135.47619047619048,2437.4761904761904,20.0,12.0,100.0,0.1818181818181818
889,Andreetta Simone,Bardiani - CSF,2018,,,1200.0,Andreetta Simone-2018,15.0,,32.0,,3.142857142857143,135.47619047619048,2437.4761904761904,42.0,12.0,100.0,0.1818181818181818
887,Barbin Enrico,Bardiani - CSF,2018,,,1200.0,Barbin Enrico-2018,34.0,,195.9,,3.142857142857143,135.47619047619048,2437.4761904761904,48.0,75.0,100.0,0.1818181818181818
885,Maestri Mirco,Bardiani - CSF,2018,,,1200.0,Maestri Mirco-2018,14.0,52.0,42.0,,3.142857142857143,135.47619047619048,2437.4761904761904,4.0,22.0,100.0,0.1818181818181818
868,Plaza Rubén,Israel Cycling Academy,2018,,,1342.0,Plaza Rubén-2018,,,,13.0,3.142857142857143,135.47619047619048,2437.4761904761904,44.0,44.0,66.0,0.1818181818181818
865,Sbaragli Kristian,Israel Cycling Academy,2018,,,1342.0,Sbaragli Kristian-2018,76.0,30.0,172.0,,3.142857142857143,135.47619047619048,2437.4761904761904,130.0,78.0,66.0,0.1818181818181818
862,Hermans Ben,Israel Cycling Academy,2018,,,1342.0,Hermans Ben-2018,66.0,167.0,44.5,40.0,3.142857142857143,135.47619047619048,2437.4761904761904,72.0,30.0,66.0,0.1818181818181818
841,Geniez Alexandre,AG2R La Mondiale,2018,,,1459.0,Geniez Alexandre-2018,160.0,164.0,47.0,66.0,3.142857142857143,135.47619047619048,2437.4761904761904,0.0,130.0,28.0,0.1818181818181818
825,Mørkøv Michael,Quick-Step Floors,2018,,,3559.0,Mørkøv Michael-2018,50.0,44.0,,,3.142857142857143,135.47619047619048,2437.4761904761904,,281.0,43.0,0.1818181818181818
792,Brown Nathan,Team EF Education First-Drapac p/b Cannondale,2018,,,1784.0,Brown Nathan-2018,25.0,52.0,,,3.142857142857143,135.47619047619048,2437.4761904761904,,0.0,47.0,0.1818181818181818
791,Dombrowski Joe,Team EF Education First-Drapac p/b Cannondale,2018,,,1784.0,Dombrowski Joe-2018,,55.0,,,3.142857142857143,135.47619047619048,2437.4761904761904,24.0,0.0,47.0,0.1818181818181818
780,Pantano Jarlinson,Trek - Segafredo,2018,,,1747.0,Pantano Jarlinson-2018,38.0,,32.0,42.0,3.142857142857143,135.47619047619048,2437.4761904761904,,40.0,47.0,0.1818181818181818
762,Benedetti Cesare,BORA - hansgrohe,2018,,,2420.0,Benedetti Cesare-2018,34.0,39.0,,,3.142857142857143,135.47619047619048,2437.4761904761904,53.0,30.0,51.0,0.1818181818181818
1100,Belletti Manuel,Androni Giocattoli - Sidermec,2019,,,2502.0,Belletti Manuel-2019,193.0,,802.0,46.0,2.9523809523809526,138.1904761904762,2478.0476190476193,,154.0,92.0,0.1666666666666666
1098,Cattaneo Mattia,Androni Giocattoli - Sidermec,2019,,,2502.0,Cattaneo Mattia-2019,148.0,27.0,,45.0,2.9523809523809526,138.1904761904762,2478.0476190476193,,50.0,92.0,0.1666666666666666
1069,Bidard François,AG2R La Mondiale,2019,,,1486.0,Bidard François-2019,23.0,77.0,,,2.9523809523809526,138.1904761904762,2478.0476190476193,0.0,0.0,36.0,0.1666666666666666
1190,Maestri Mirco,Bardiani - CSF,2019,,,446.0,Maestri Mirco-2019,26.0,28.0,121.0,,2.9523809523809526,138.1904761904762,2478.0476190476193,4.0,22.0,66.0,0.1666666666666666
936,Bilbao Pello,Astana Pro Team,2019,29.0,tour-de-france,4562.0,Bilbao Pello-2019,17.0,375.0,67.0,105.0,2.9523809523809526,138.1904761904762,2478.0476190476193,36.0,308.0,53.0,0.1666666666666666
939,Hirt Jan,Astana Pro Team,2019,,,4562.0,Hirt Jan-2019,48.0,89.0,,,2.9523809523809526,138.1904761904762,2478.0476190476193,112.0,54.0,53.0,0.1666666666666666
949,Dumoulin Tom,Team Sunweb,2019,,,3763.0,Dumoulin Tom-2019,197.0,717.0,32.2,680.0,2.9523809523809526,138.1904761904762,2478.0476190476193,736.0,682.0,57.0,0.1666666666666666
1187,Simion Paolo,Bardiani - CSF,2019,,,446.0,Simion Paolo-2019,51.0,40.0,312.0,,2.9523809523809526,138.1904761904762,2478.0476190476193,,108.0,66.0,0.1666666666666666
1040,Ciccone Giulio,Trek - Segafredo,2019,24.0,tour-de-france,2435.0,Ciccone Giulio-2019,146.0,155.0,,,2.9523809523809526,138.1904761904762,2478.0476190476193,0.0,162.0,55.0,0.1666666666666666
1080,Carthy Hugh,EF Education First,2019,,,1626.0,Carthy Hugh-2019,37.0,296.0,,80.0,2.9523809523809526,138.1904761904762,2478.0476190476193,16.0,0.0,36.0,0.1666666666666666
1273,Nibali Antonio,Trek - Segafredo,2020,,,1339.0,Nibali Antonio-2020,,33.0,,,2.8095238095238093,151.0952380952381,2630.904761904762,,10.0,38.0,0.1538461538461538
1193,López Miguel Ángel,Astana Pro Team,2020,26.0,tour-de-france,2840.0,López Miguel Ángel-2020,,742.0,,169.0,2.8095238095238093,151.0952380952381,2630.904761904762,,521.0,68.0,0.1538461538461538
1299,Masnada Fausto,Deceuninck - Quick Step,2020,,,1415.0,Masnada Fausto-2020,89.0,264.0,,,2.8095238095238093,151.0952380952381,2630.904761904762,,20.0,36.0,0.1538461538461538
1210,Bouwman Koen,Team Jumbo-Visma,2020,,,742.0,Bouwman Koen-2020,20.0,94.0,,48.0,2.8095238095238093,151.0952380952381,2630.904761904762,,10.0,28.0,0.1538461538461538
1214,Martin Tony,Team Jumbo-Visma,2020,35.0,tour-de-france,742.0,Martin Tony-2020,,,,343.0,2.8095238095238093,151.0952380952381,2630.904761904762,,68.0,28.0,0.1538461538461538
1223,Konrad Patrick,BORA - hansgrohe,2020,,,1479.0,Konrad Patrick-2020,249.0,306.0,,105.0,2.8095238095238093,151.0952380952381,2630.904761904762,133.0,276.0,45.0,0.1538461538461538
1330,Hamilton Chris,Team Sunweb,2020,,,1708.0,Hamilton Chris-2020,24.0,241.0,26.0,,2.8095238095238093,151.0952380952381,2630.904761904762,,24.0,51.0,0.1538461538461538
1406,Vendrame Andrea,AG2R La Mondiale,2020,,,735.0,Vendrame Andrea-2020,398.0,113.0,218.5,,2.8095238095238093,151.0952380952381,2630.904761904762,,25.0,34.0,0.1538461538461538
1451,Pedrero Antonio,Movistar Team,2020,,,365.0,Pedrero Antonio-2020,29.0,130.0,,,2.8095238095238093,151.0952380952381,2630.904761904762,,58.0,38.0,0.1538461538461538
1436,Dowsett Alex,Israel Start-Up Nation,2020,,,583.0,Dowsett Alex-2020,10.0,49.0,,350.0,2.8095238095238093,151.0952380952381,2630.904761904762,,81.0,40.0,0.1538461538461538
1346,Yates Simon,Mitchelton-Scott,2020,,,1737.0,Yates Simon-2020,,255.0,37.0,302.0,2.8095238095238093,151.0952380952381,2630.904761904762,,893.0,57.0,0.1538461538461538
1334,Denz Nico,Team Sunweb,2020,,,1708.0,Denz Nico-2020,51.0,46.0,,,2.8095238095238093,151.0952380952381,2630.904761904762,,54.0,51.0,0.1538461538461538
1682,Campenaerts Victor,Team Qhubeka NextHash,2021,29.0,tour-de-france,,Campenaerts Victor-2021,,28.0,,493.0,2.8095238095238093,153.8095238095238,2261.7619047619046,10.0,86.0,,0.1428571428571428
1688,Reichenbach Sébastien,Groupama - FDJ,2021,,,1035.0,Reichenbach Sébastien-2021,,144.0,,,2.8095238095238093,153.8095238095238,2261.7619047619046,142.0,90.0,38.0,0.1428571428571428
1705,Sepúlveda Eduardo,Androni Giocattoli - Sidermec,2021,,,480.0,Sepúlveda Eduardo-2021,10.0,35.0,,18.0,2.8095238095238093,153.8095238095238,2261.7619047619046,,58.0,85.0,0.1428571428571428
1795,Neilands Krists,Israel Start-Up Nation,2021,,,1405.0,Neilands Krists-2021,38.0,30.0,15.2,,2.8095238095238093,153.8095238095238,2261.7619047619046,,0.0,47.0,0.1428571428571428
1681,Campenaerts Victor,Team Qhubeka ASSOS,2021,,,1654.0,Campenaerts Victor-2021,,28.0,,493.0,2.8095238095238093,153.8095238095238,2261.7619047619046,10.0,86.0,75.0,0.1428571428571428
